telemetry_id,timestamp,equipment_id,model,longitude,engine_status,engine_hours,operating_hours,utilization_pct,maintenance_status,rental_id,vendor_name,checkout_datetime,expected_return_datetime,fuel_efficiency_liters_per_operating_hour,anomaly_injected,checkin_datetime,rental_status_generated
T0000103,2025-12-12 19:28:00,EQX0001,Komatsu GD655,77.753859,Running,6.23,5.97,95.87,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.98994974874372,False,2026-09-08 03:53:03.598891738,on_time
T0000104,2025-12-13 11:59:00,EQX0001,Komatsu GD655,77.750098,Off,0.97,0.29,29.97,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.482758620689657,False,2026-09-08 03:53:03.598891738,on_time
T0000105,2025-12-14 07:18:00,EQX0001,Komatsu GD655,77.747704,Running,6.95,5.28,75.99,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.979166666666666,False,2026-09-08 03:53:03.598891738,on_time
T0000106,2025-12-15 07:08:00,EQX0001,Komatsu GD655,77.750332,Running,5.82,5.32,91.27,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.88721804511278,False,2026-09-08 03:53:03.598891738,on_time
T0000107,2025-12-16 18:48:00,EQX0001,Komatsu GD655,77.749678,Running,5.32,4.82,90.6,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.999999999999998,False,2026-09-08 03:53:03.598891738,on_time
T0000108,2025-12-17 08:10:00,EQX0001,Komatsu GD655,77.748858,Off,1.98,1.04,52.69,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.288461538461537,False,2026-09-08 03:53:03.598891738,on_time
T0000109,2025-12-18 16:29:00,EQX0001,Komatsu GD655,77.751219,Running,3.2,1.69,52.94,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,17.59171597633136,False,2026-09-08 03:53:03.598891738,on_time
T0000110,2025-12-19 09:40:00,EQX0001,Komatsu GD655,77.750092,Running,7.7,5.6,72.71,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.8125,False,2026-09-08 03:53:03.598891738,on_time
T0000111,2025-12-20 11:53:00,EQX0001,Komatsu GD655,77.750506,Running,5.17,3.45,66.81,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.67536231884058,False,2026-09-08 03:53:03.598891738,on_time
T0000112,2025-12-21 18:58:00,EQX0001,Komatsu GD655,77.749283,Running,6.0,3.54,59.02,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.627118644067796,False,2026-09-08 03:53:03.598891738,on_time
T0000113,2025-12-22 12:14:00,EQX0001,Komatsu GD655,77.743165,Running,8.21,8.11,98.78,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.304562268803949,False,2026-09-08 03:53:03.598891738,on_time
T0000114,2025-12-23 09:20:00,EQX0001,Komatsu GD655,77.746777,Running,7.72,4.16,53.96,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.586538461538462,False,2026-09-08 03:53:03.598891738,on_time
T0000115,2025-12-24 17:44:00,EQX0001,Komatsu GD655,77.744455,Off,2.52,0.72,28.64,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,17.86111111111111,False,2026-09-08 03:53:03.598891738,on_time
T0000116,2025-12-25 17:51:00,EQX0001,Komatsu GD655,77.751807,Running,8.05,7.95,98.76,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,9.031446540880502,False,2026-09-08 03:53:03.598891738,on_time
T0000117,2025-12-26 17:36:00,EQX0001,Komatsu GD655,77.74791,Running,6.26,4.45,71.04,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.146067415730336,False,2026-09-08 03:53:03.598891738,on_time
T0000118,2025-12-27 14:59:00,EQX0001,Komatsu GD655,77.750053,Running,10.76,5.71,53.01,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.350262697022767,False,2026-09-08 03:53:03.598891738,on_time
T0000119,2025-12-28 19:13:00,EQX0001,Komatsu GD655,77.754715,Running,14.0,8.24,58.82,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.655339805825244,False,2026-09-08 03:53:03.598891738,on_time
T0000120,2025-12-29 15:03:00,EQX0001,Komatsu GD655,77.747129,Running,10.05,7.82,77.8,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.576726342710996,False,2026-09-08 03:53:03.598891738,on_time
T0000121,2025-12-30 12:36:00,EQX0001,Komatsu GD655,77.752239,Off,2.41,1.43,59.27,Service Due,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,14.272727272727272,False,2026-09-08 03:53:03.598891738,on_time
T0000122,2025-12-31 08:39:00,EQX0001,Komatsu GD655,77.749805,Running,12.03,9.54,79.29,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.20125786163522,False,2026-09-08 03:53:03.598891738,on_time
T0000123,2026-01-01 06:26:00,EQX0001,Komatsu GD655,77.747608,Running,9.75,6.66,68.31,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.21921921921922,False,2026-09-08 03:53:03.598891738,on_time
T0000124,2026-01-02 10:12:00,EQX0001,Komatsu GD655,77.751783,Running,8.38,5.21,62.14,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,17.051823416506718,False,2026-09-08 03:53:03.598891738,on_time
T0000125,2026-01-03 08:43:00,EQX0001,Komatsu GD655,77.748638,Running,9.57,8.84,92.38,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.719457013574662,False,2026-09-08 03:53:03.598891738,on_time
T0000126,2026-01-04 18:53:00,EQX0001,Komatsu GD655,77.749182,Running,6.07,4.02,66.15,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,11.564676616915424,False,2026-09-08 03:53:03.598891738,on_time
T0000127,2026-01-05 08:27:00,EQX0001,Komatsu GD655,77.750931,Running,4.87,3.7,76.04,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,14.16216216216216,False,2026-09-08 03:53:03.598891738,on_time
T0000128,2026-01-06 10:51:00,EQX0001,Komatsu GD655,77.749813,Off,2.05,0.41,20.18,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,28.439024390243905,False,2026-09-08 03:53:03.598891738,on_time
T0000129,2026-01-07 08:25:00,EQX0001,Komatsu GD655,77.748009,Off,2.65,0.22,8.33,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,45.72727272727273,False,2026-09-08 03:53:03.598891738,on_time
T0000130,2026-01-08 15:56:00,EQX0001,Komatsu GD655,77.749523,Running,13.83,9.74,70.39,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.28747433264887,False,2026-09-08 03:53:03.598891738,on_time
T0000131,2026-01-09 16:21:00,EQX0001,Komatsu GD655,77.748159,Off,2.08,0.46,22.12,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,24.195652173913043,False,2026-09-08 03:53:03.598891738,on_time
T0000132,2026-01-10 12:49:00,EQX0001,Komatsu GD655,77.750196,Running,6.74,4.95,73.46,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.935353535353537,False,2026-09-08 03:53:03.598891738,on_time
T0000133,2026-01-11 16:38:00,EQX0001,Komatsu GD655,77.747364,Off,2.63,0.94,35.72,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.372340425531917,False,2026-09-08 03:53:03.598891738,on_time
T0000134,2026-01-12 17:23:00,EQX0001,Komatsu GD655,77.751112,Running,7.4,5.22,70.56,Service Due,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.224137931034484,False,2026-09-08 03:53:03.598891738,on_time
T0000135,2026-01-13 19:23:00,EQX0001,Komatsu GD655,77.744912,Running,6.52,4.88,74.82,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.39549180327869,False,2026-09-08 03:53:03.598891738,on_time
T0000136,2026-01-14 15:27:00,EQX0001,Komatsu GD655,77.751094,Off,3.98,1.98,49.82,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.792929292929292,False,2026-09-08 03:53:03.598891738,on_time
T0000137,2026-01-15 09:42:00,EQX0001,Komatsu GD655,77.750912,Running,7.75,6.47,83.47,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.26738794435858,False,2026-09-08 03:53:03.598891738,on_time
T0000138,2026-01-16 14:59:00,EQX0001,Komatsu GD655,77.74771,Running,8.72,6.45,73.94,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.958139534883722,False,2026-09-08 03:53:03.598891738,on_time
T0000139,2026-01-17 16:40:00,EQX0001,Komatsu GD655,77.751415,Running,10.23,8.33,81.39,Service Due,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.129651860744296,False,2026-09-08 03:53:03.598891738,on_time
T0000140,2026-01-18 17:48:00,EQX0001,Komatsu GD655,77.746194,Running,6.59,4.29,65.01,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.013986013986012,False,2026-09-08 03:53:03.598891738,on_time
T0000141,2026-01-19 16:32:00,EQX0001,Komatsu GD655,77.75149,Running,6.27,3.84,61.21,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,11.770833333333334,False,2026-09-08 03:53:03.598891738,on_time
T0000142,2026-01-20 12:20:00,EQX0001,Komatsu GD655,77.750378,Running,6.97,3.87,55.6,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.20671834625323,False,2026-09-08 03:53:03.598891738,on_time
T0000143,2026-01-21 10:43:00,EQX0001,Komatsu GD655,77.749783,Running,7.38,6.8,92.2,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.495588235294118,False,2026-09-08 03:53:03.598891738,on_time
T0000144,2026-01-22 17:56:00,EQX0001,Komatsu GD655,77.752665,Off,1.89,1.1,58.21,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,17.381818181818183,False,2026-09-08 03:53:03.598891738,on_time
T0000145,2026-01-23 17:01:00,EQX0001,Komatsu GD655,77.747586,Running,7.88,6.47,82.13,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.523956723338486,False,2026-09-08 03:53:03.598891738,on_time
T0000146,2026-01-24 14:43:00,EQX0001,Komatsu GD655,77.747331,Off,2.71,0.0,0.0,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,,False,2026-09-08 03:53:03.598891738,on_time
T0000147,2026-01-25 13:39:00,EQX0001,Komatsu GD655,77.752683,Running,7.97,6.32,79.36,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.316455696202532,False,2026-09-08 03:53:03.598891738,on_time
T0000148,2026-01-26 11:01:00,EQX0001,Komatsu GD655,77.746807,Off,2.02,0.0,0.0,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,,False,2026-09-08 03:53:03.598891738,on_time
T0000149,2026-01-27 16:17:00,EQX0001,Komatsu GD655,77.743624,Running,9.38,7.19,76.63,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.646731571627258,False,2026-09-08 03:53:03.598891738,on_time
T0000150,2026-01-28 19:38:00,EQX0001,Komatsu GD655,77.753028,Running,8.38,7.67,91.44,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,14.713168187744458,False,2026-09-08 03:53:03.598891738,on_time
T0000151,2026-01-29 06:49:00,EQX0001,Komatsu GD655,77.750577,Running,11.22,7.98,71.13,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.281954887218044,False,2026-09-08 03:53:03.598891738,on_time
T0000152,2026-01-30 10:40:00,EQX0001,Komatsu GD655,77.747911,Running,9.63,5.84,60.69,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.621575342465754,False,2026-09-08 03:53:03.598891738,on_time
T0000153,2026-01-31 19:50:00,EQX0001,Komatsu GD655,77.744994,Off,2.35,0.81,34.42,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,19.07407407407408,False,2026-09-08 03:53:03.598891738,on_time
T0000154,2026-02-01 13:05:00,EQX0001,Komatsu GD655,77.744404,Off,0.86,0.22,25.17,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.136363636363637,False,2026-09-08 03:53:03.598891738,on_time
T0000155,2026-02-02 09:06:00,EQX0001,Komatsu GD655,77.750772,Running,11.2,4.3,38.35,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,9.84186046511628,True,2026-09-08 03:53:03.598891738,on_time
T0000156,2026-02-03 16:01:00,EQX0001,Komatsu GD655,77.752065,Running,9.92,9.18,92.49,Service Due,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.672113289760349,False,2026-09-08 03:53:03.598891738,on_time
T0000157,2026-02-04 15:38:00,EQX0001,Komatsu GD655,77.748349,Running,8.56,6.46,75.4,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.6656346749226,False,2026-09-08 03:53:03.598891738,on_time
T0000158,2026-02-05 18:39:00,EQX0001,Komatsu GD655,77.747203,Off,3.45,1.64,47.41,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.865853658536588,False,2026-09-08 03:53:03.598891738,on_time
T0000159,2026-02-06 09:47:00,EQX0001,Komatsu GD655,77.752021,Running,10.39,7.55,72.63,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.197350993377484,False,2026-09-08 03:53:03.598891738,on_time
T0000160,2026-02-07 06:35:00,EQX0001,Komatsu GD655,77.751864,Off,0.61,0.18,29.17,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,18.38888888888889,False,2026-09-08 03:53:03.598891738,on_time
T0000161,2026-02-08 11:34:00,EQX0001,Komatsu GD655,77.747041,Off,3.65,1.45,39.59,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,19.32413793103448,False,2026-09-08 03:53:03.598891738,on_time
T0000162,2026-02-09 19:50:00,EQX0001,Komatsu GD655,76.639703,Off,4.01,2.12,52.95,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,11.608490566037736,False,2026-09-08 03:53:03.598891738,on_time
T0000163,2026-02-10 15:20:00,EQX0001,Komatsu GD655,77.751465,Off,2.14,0.39,18.02,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,22.205128205128204,False,2026-09-08 03:53:03.598891738,on_time
T0000164,2026-02-11 15:12:00,EQX0001,Komatsu GD655,77.750128,Running,10.8,6.88,63.67,Service Due,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.992732558139533,False,2026-09-08 03:53:03.598891738,on_time
T0000165,2026-02-12 11:24:00,EQX0001,Komatsu GD655,77.748691,Running,11.84,9.29,78.45,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.158234660925729,False,2026-09-08 03:53:03.598891738,on_time
T0000166,2026-02-13 17:04:00,EQX0001,Komatsu GD655,77.751895,Running,6.18,4.5,72.86,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.34,False,2026-09-08 03:53:03.598891738,on_time
T0000167,2026-02-14 15:32:00,EQX0001,Komatsu GD655,77.751125,Running,9.1,7.04,77.35,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,11.420454545454549,False,2026-09-08 03:53:03.598891738,on_time
T0000168,2026-02-15 09:35:00,EQX0001,Komatsu GD655,73.857484,Off,2.09,0.94,44.88,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,19.340425531914896,False,2026-09-08 03:53:03.598891738,on_time
T0000169,2026-02-16 06:56:00,EQX0001,Komatsu GD655,77.755251,Running,6.54,3.76,57.51,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.010638297872344,False,2026-09-08 03:53:03.598891738,on_time
T0000170,2026-02-17 18:55:00,EQX0001,Komatsu GD655,77.748362,Running,8.59,6.84,79.56,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.235380116959064,False,2026-09-08 03:53:03.598891738,on_time
T0000171,2026-02-18 10:14:00,EQX0001,Komatsu GD655,77.746327,Running,9.37,8.35,89.04,Service Due,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.27185628742515,False,2026-09-08 03:53:03.598891738,on_time
T0000172,2026-02-19 06:26:00,EQX0001,Komatsu GD655,77.753417,Running,6.93,2.56,36.99,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,14.3828125,False,2026-09-08 03:53:03.598891738,on_time
T0000173,2026-02-20 06:52:00,EQX0001,Komatsu GD655,77.751247,Running,11.41,9.37,82.16,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,10.3991462113127,False,2026-09-08 03:53:03.598891738,on_time
T0000174,2026-02-21 19:34:00,EQX0001,Komatsu GD655,77.75087,Off,2.39,0.86,35.81,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.52325581395349,False,2026-09-08 03:53:03.598891738,on_time
T0000175,2026-02-22 17:05:00,EQX0001,Komatsu GD655,77.751928,Off,1.33,0.75,56.12,Service Due,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,14.373333333333331,False,2026-09-08 03:53:03.598891738,on_time
T0000176,2026-02-23 13:38:00,EQX0001,Komatsu GD655,77.751427,Running,10.34,7.55,73.07,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,9.748344370860927,False,2026-09-08 03:53:03.598891738,on_time
T0000177,2026-02-24 15:00:00,EQX0001,Komatsu GD655,77.748782,Off,2.69,1.07,39.56,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.925233644859812,False,2026-09-08 03:53:03.598891738,on_time
T0000178,2026-02-25 19:28:00,EQX0001,Komatsu GD655,77.744453,Running,5.94,4.66,78.45,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,14.221030042918454,False,2026-09-08 03:53:03.598891738,on_time
T0000179,2026-02-26 16:30:00,EQX0001,Komatsu GD655,77.748549,Off,2.13,0.93,43.78,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,19.34408602150537,False,2026-09-08 03:53:03.598891738,on_time
T0000180,2026-02-27 07:46:00,EQX0001,Komatsu GD655,77.747777,Running,11.44,7.43,64.91,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.573351278600269,False,2026-09-08 03:53:03.598891738,on_time
T0000181,2026-02-28 12:48:00,EQX0001,Komatsu GD655,77.749566,Running,11.88,7.89,66.47,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,16.61470215462611,False,2026-09-08 03:53:03.598891738,on_time
T0000182,2026-03-01 10:46:00,EQX0001,Komatsu GD655,77.209975,Running,7.75,7.0,90.3,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,11.335714285714284,False,2026-09-08 03:53:03.598891738,on_time
T0000183,2026-03-02 07:10:00,EQX0001,Komatsu GD655,77.748256,Running,4.93,1.45,29.47,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.337931034482756,False,2026-09-08 03:53:03.598891738,on_time
T0000184,2026-03-03 11:03:00,EQX0001,Komatsu GD655,77.752037,Running,5.94,5.84,98.32,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.094178082191782,False,2026-09-08 03:53:03.598891738,on_time
T0000185,2026-03-04 16:42:00,EQX0001,Komatsu GD655,77.754961,Running,11.36,8.29,72.97,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.423401688781665,False,2026-09-08 03:53:03.598891738,on_time
T0000186,2026-03-05 14:49:00,EQX0001,Komatsu GD655,77.751824,Running,8.38,6.11,72.92,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.268412438625203,False,2026-09-08 03:53:03.598891738,on_time
T0000187,2026-03-06 09:37:00,EQX0001,Komatsu GD655,77.746272,Off,0.31,0.13,41.9,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,17.615384615384617,False,2026-09-08 03:53:03.598891738,on_time
T0000188,2026-03-07 13:35:00,EQX0001,Komatsu GD655,77.755192,Running,3.88,3.78,97.42,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,14.41798941798942,False,2026-09-08 03:53:03.598891738,on_time
T0000189,2026-03-08 14:18:00,EQX0001,Komatsu GD655,77.751116,Off,1.08,0.45,42.12,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.133333333333333,False,2026-09-08 03:53:03.598891738,on_time
T0000190,2026-03-09 07:32:00,EQX0001,Komatsu GD655,77.754319,Running,12.38,9.54,77.11,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,12.753668763102729,False,2026-09-08 03:53:03.598891738,on_time
T0000191,2026-03-10 13:17:00,EQX0001,Komatsu GD655,77.74816,Running,10.16,6.74,66.33,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,15.43026706231454,False,2026-09-08 03:53:03.598891738,on_time
T0000192,2026-03-11 08:42:00,EQX0001,Komatsu GD655,77.752411,Running,7.25,6.48,89.45,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,13.378086419753084,False,2026-09-08 03:53:03.598891738,on_time
T0000193,2026-03-12 16:38:00,EQX0001,Komatsu GD655,77.749401,Running,8.42,4.61,54.75,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,9.882863340563992,True,2026-09-08 03:53:03.598891738,on_time
T0000194,2026-03-13 14:44:00,EQX0001,Komatsu GD655,77.747147,Off,3.26,0.43,13.04,Good,RNT015207,Vendor 020,2026-09-01 02:44:30.676929890,2026-09-08 06:41:33.163443571,22.55813953488372,False,2026-09-08 03:53:03.598891738,on_time
